feature,n_pairs,mean_delta,median_delta,std_delta,std_delta_xmodel,cohens_d,sign_agreement,wilcoxon_p,n_qwen,n_llama,n_gemma,abs_std_delta_xmodel,wilcoxon_q
geometry_schatten.schatten_2_per_layer.max,6,-0.00014549870075429108,-4.393872406194266e-08,0.0003563071600772326,-0.0022712933417704325,-0.4083518858356734,0.6666666666666666,0.15625,4,1,1,0.0022712933417704325,0.46397379912663755
geometry_schatten.schatten_2_per_layer.q75,6,-0.0001454872942911467,-5.998387508920899e-08,0.00035626249352204044,-0.0022711156154450957,-0.4083710661002995,1.0,0.03125,4,1,1,0.0022711156154450957,0.2361111111111111
geometry_schatten.schatten_2_per_layer.mean,6,-0.00014554278709515145,-1.5318565999011824e-09,0.00035624985245193044,-0.0022678635098674887,-0.4085413259638889,0.5,0.6875,4,1,1,0.0022678635098674887,0.8333333333333334
geometry_schatten.schatten_2_last,6,-0.00014545718755946957,-8.1251161077045e-09,0.0003563208054885689,-0.0022614256192333253,-0.4082197427681106,0.5,0.84375,4,1,1,0.0022614256192333253,0.9359706362153344
geometry_schatten.schatten_2_per_layer.min,6,-0.00014562556840192384,-2.8192643955482488e-08,0.00035618986869248695,-0.002221217122312701,-0.40884253372082363,0.6666666666666666,0.3125,4,1,1,0.002221217122312701,0.6611111111111111
dynamics_coe.per_sample_mean_angle.std,6,5.43081553547343e-05,0.0012680313785451511,0.005420546142061016,0.0021544407445998276,0.010018945311308631,0.6666666666666666,0.84375,4,1,1,0.0021544407445998276,0.9359706362153344
geometry_hubness.hubness_k50_gini,6,0.00044782564466797997,0.006482738861463444,0.041608428912326856,0.0019983455263013214,0.010762858785454112,0.6666666666666666,0.625,4,1,1,0.0019983455263013214,0.8157389635316699
dynamics_sharpness.hutchinson_trace_per_param,6,-7.079566600678212e-05,-6.787918008845676e-07,0.00028468725339437855,-0.0013909396775030256,-0.24867873486667336,0.5,0.84375,4,1,1,0.0013909396775030256,0.9359706362153344
geometry_weight_norms.spectral_norm_per_layer.std,6,0.01425850972690588,-0.004441402804601868,0.059195557754950515,0.0012452314218282848,0.24087127932692623,0.16666666666666666,0.4375,4,1,1,0.0012452314218282848,0.6611111111111111
geometry_isoscore.isoscore,6,0.00017739176386520153,0.0001376940485381395,0.0009979403939930334,0.0011779709266437918,0.17775787505244517,0.6666666666666666,0.5625,4,1,1,0.0011779709266437918,0.7470703125
interpretability_induction_heads.causal_validation_score,5,-0.00033333333333339203,0.0,0.06828656936437472,-0.0010922455259859216,-0.004881389363034731,0.4,1.0,4,1,0,0.0010922455259859216,1.0
geometry_weight_norms.norm_uniformity,6,-0.00010173862140067103,-2.3203203806498873e-05,0.0006652823093692619,-0.0009965921121380347,-0.15292548737261172,0.6666666666666666,0.84375,4,1,1,0.0009965921121380347,0.9359706362153344
geometry_schatten.schatten_1_per_layer.q75,6,-1.869291688714851e-05,0.00029148902479315085,0.0022471180327443166,-0.0007980005575030348,-0.008318618165472861,0.16666666666666666,0.4375,4,1,1,0.0007980005575030348,0.6611111111111111
interpretability_attention_rank.layer_max_effective_rank.q50,6,0.01930363972981297,1.1072006225585866,3.5596926082474054,0.0007149765491541221,0.0054228389510624095,0.8333333333333334,0.4375,4,1,1,0.0007149765491541221,0.6611111111111111
geometry_schatten.schatten_4_per_layer.slope,6,-5.677282033266435e-06,-0.00025826469954270004,0.0014945092025545213,-0.000690875746082094,-0.0037987601706047855,0.8333333333333334,0.4375,4,1,1,0.000690875746082094,0.6611111111111111
geometry_schatten.matrix_nuclear_norm_per_layer.max,6,-7.391607699283077e-06,-6.730030290779884e-05,0.0002654929419776614,-0.0004044918380525783,-0.027841070441356624,0.6666666666666666,0.6875,4,1,1,0.0004044918380525783,0.8333333333333334
geometry_intrinsic_dim.intrinsic_dimension_norm,6,-1.9497659839781457e-05,5.6814786009200084e-05,0.0004961172837788743,-0.00019486024765761795,-0.039300505096838766,0.16666666666666666,0.4375,4,1,1,0.00019486024765761795,0.6611111111111111
geometry_unembedding.embedding_alignment_mean,4,-2.9861927032470703e-05,-7.218122482305356e-05,0.00011620201301569767,-6.713322972759179e-05,-0.2569828719614063,0.75,0.875,3,1,0,6.713322972759179e-05,0.967479674796748
geometry_schatten.schatten_2_per_layer.slope,6,6.782044011819111e-09,6.808380251182307e-10,1.748630238562676e-08,3.616190528817116e-05,0.387848949552294,0.5,0.84375,4,1,1,3.616190528817116e-05,0.9359706362153344
geometry_schatten.schatten_2_per_layer.std,6,3.90942419810419e-08,-4.624191002855461e-09,1.2295484815185592e-07,2.1800784891244414e-05,0.31795608362476596,0.3333333333333333,0.84375,4,1,1,2.1800784891244414e-05,0.9359706362153344
geometry_intrinsic_dim.intrinsic_dimension,6,0.006729875133595797,0.13291273693965522,1.3596365859032349,1.4973516525934905e-05,0.004949760254594062,0.8333333333333334,0.4375,4,1,1,1.4973516525934905e-05,0.6611111111111111
causality_edge_attribution.mean_layer_attribution_profile.mean,6,-1.61907524424502e-17,0.0,3.9659082035723457e-17,-6.325656737217539e-16,-0.408248290463863,0.16666666666666666,1.0,4,1,1,6.325656737217539e-16,1.0
interpretability_activation_sinks.massive_activation_fraction_per_layer.min,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_tokenizer_efficiency.vocab_size,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_tokenizer_efficiency.total_tokens,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_collapse.max_drop_layer,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_schatten.n_layers,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_tokenizer_efficiency.compression_ratio,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_lipschitz.relative_change_max_layer,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_intrinsic_dim.sample_size,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_tokenizer_efficiency.vocab_utilization,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_tokenizer_efficiency.normalised_token_entropy,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_tokenizer_efficiency.token_entropy,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_superposition.neuron_utilization_rate,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_superposition.utilization_per_layer.q50,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
topology_homology.num_loops_h1.q25,6,0.0,0.0,0.8944271909999159,0.0,0.0,0.5,1.0,4,1,1,0.0,1.0
causality_tracing.traced_layers.q75,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_tracing.traced_layers.q50,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_tracing.traced_layers.q25,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_tracing.traced_layers.max,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
dynamics_gradient_flow.n_layers,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_tracing.traced_layers.mean,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_attention_graph.num_graphs_analyzed,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_superposition.utilization_per_layer.q75,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_attention_knockout.num_heads,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_attention_knockout.num_layers_analyzed,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_waa.n_layers_analyzed,6,0.0,0.0,0.6324555320336759,0.0,0.0,0.5,1.0,4,1,1,0.0,1.0
repe_refusal_direction.best_layer_separability_auc,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_cka.n_layers,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
repe_concept_separability.max_auc_layer,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_unembedding.embedding_high_alignment_frac,4,0.0,0.0,0.0,0.0,,0.5,,3,1,0,0.0,
geometry_unembedding.unembedding_n_category_tokens,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_knowledge_neurons.n_layers,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
dynamics_coe.chain_length_per_sample,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_perplexity.n_tokens_scored,5,0.0,0.0,0.0,0.0,,0.5,,4,1,0,0.0,
geometry_unembedding.unembedding_is_tied,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_tracing.traced_layers.std,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
repe_refusal_direction.auc_at_depth_25,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
consistency_calibration.num_predictions,5,0.0,0.0,0.0,0.0,,0.5,,4,1,0,0.0,
interpretability_activation_sinks.n_layers,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_superposition.utilization_per_layer.slope,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_superposition.utilization_per_layer.min,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_superposition.utilization_per_layer.std,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
interpretability_superposition.utilization_per_layer.mean,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_weight_norms.n_layers,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_circuit_quality.circuit_size_layers,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
causality_circuit_quality.circuit_minimality,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_neural_collapse.nc1_subspace_rank,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
topology_betti_curve.betti_0_curve.q50,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_svd.numerical_rank,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
topology_betti_curve.betti_0_curve.min,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
topology_betti_curve.betti_0_curve.max,6,0.0,0.0,0.6324555320336759,0.0,0.0,0.5,1.0,4,1,1,0.0,1.0
causality_circuit_quality.total_layers,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
topology_betti_curve.betti_0_first,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_tokenizer_efficiency.fertility,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
geometry_lipschitz.lipschitz_max_layer,6,0.0,0.0,0.0,0.0,,0.5,,4,1,1,0.0,
